"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Rudaeicoccus"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Rudaeicoccus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Murimonas"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hydrogenoanaerobacterium",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Rudaeicoccus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-008"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Rudaeicoccus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","DTU089"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales",NA,NA
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
